2301,光寶科,70.80,71.40,69.50
2331,精英,22.70,23.05,22.60
2402,毅嘉,21.90,22.20,21.30
2413,環科,36.00,36.70,34.70
2424,隴華,22.30,22.80,22.30
2427,三商電,13.20,13.20,12.50
2429,銘旺科,14.60,14.60,14.05
2434,統懋,30.05,31.15,29.50
2438,翔耀,17.15,17.50,16.60
2457,飛宏,58.80,59.30,56.50
2486,一詮,27.35,29.00,27.30
