2301,光寶科,64.30,64.50,63.80
2331,精英,21.50,21.50,21.20
2402,毅嘉,18.45,18.55,18.30
2413,環科,26.00,26.30,25.90
2424,隴華,22.30,24.15,22.10
2427,三商電,12.15,12.20,12.00
2429,銘旺科,10.85,10.85,10.85
2434,統懋,28.10,28.50,28.10
2438,翔耀,13.60,13.85,13.60
2457,飛宏,40.50,40.50,39.95
2486,一詮,21.85,22.80,21.85
