2301,光寶科,69.90,70.00,68.80
2332,友訊,16.30,16.35,16.05
2404,漢唐,218.00,220.50,215.50
2414,精技,31.45,31.55,31.40
2425,承啟,34.25,34.85,33.85
2428,興勤,147.00,148.50,143.50
2430,燦坤,46.75,46.95,46.65
2436,偉詮電,47.80,48.00,47.50
2439,美律,83.70,84.00,83.00
2458,義隆,103.50,105.00,102.50
2488,漢平,29.00,29.10,28.95
