2301,光寶科,69.50,69.90,69.20
2331,精英,21.95,21.95,21.50
2402,毅嘉,19.30,19.30,18.95
2413,環科,29.30,29.40,28.20
2424,隴華,22.00,22.35,21.20
2427,三商電,13.05,13.05,12.90
2429,銘旺科,10.30,10.30,10.15
2434,統懋,28.00,28.00,27.70
2438,翔耀,14.10,14.15,13.95
2457,飛宏,46.70,47.05,45.20
2486,一詮,24.00,24.10,23.35
