2301,光寶科,68.70,68.90,68.10
2331,精英,21.80,21.90,21.70
2402,毅嘉,18.95,19.10,18.80
2413,環科,29.95,30.35,29.55
2424,隴華,20.45,20.45,19.80
2427,三商電,12.15,12.20,12.05
2429,銘旺科,10.55,10.55,10.40
2434,統懋,28.20,28.25,28.20
2438,翔耀,14.40,14.40,14.20
2457,飛宏,40.90,41.70,40.80
2486,一詮,23.30,23.60,23.20
